eid,afid,name,domain,url,variants,match_count
10-s2.0-117545206,117545206,Pós-graduação em Educação Física Escolar,,,['Pós-graduação em Educação Física Escolar'],0
10-s2.0-117545292,117545292,Serviço Social do Comércio - Rio de Janeiro (SESC-RJ),,,"['Sesc - Social Service Of Commerce In Rio De Janeiro', 'Sesc - Social Of Commerce In Rio De Janeiro', 'Serviço Social Do Comércio Rio De Janeiro (sesc)', 'Serviço Social Do Comércio - Rio De Janeiro (sesc-rj)']",0
10-s2.0-105804767,105804767,Faculdade Estácio de Sá de Juiz de Fora,,,"['Faculdade Estácio De Sá De Juiz De Fora', 'Centro Universitário Estácio Juiz De Fora', 'University Center Estácio Juiz De Fora', 'Faculdade Estácio De Sá', 'Estácio University Of Juiz De Fora']",0
10-s2.0-110078645,110078645,Faculdade Metodista Granbery,,,"['Faculdade Metodista Granbery', 'Instituto Metodista Granbery – Famidade', 'Instituto Metodista Granbery', 'Faculty Metodista Granbery', 'Faculdade Metodista']",1
10-s2.0-116795046,116795046,Faculdade Metropolitana da Amazônia,,,"['Faculdade Metropolitana Da Amazônia', 'Faculdade Metropolitana Da Amazônia (famaz)', 'Faculdade Metropolitana Da Amazônia-famaz']",0
10-s2.0-113306381,113306381,International Society of Physiotherapy Journal,,,['International Society Of Physiotherapy Journal'],0
10-s2.0-119079189,119079189,Healthy Sciences Institute,,,['Healthy Sciences Institute'],0
10-s2.0-117724927,117724927,Federal University of Maranh'o,,,"[""Federal University Of Maranh'o""]",0
10-s2.0-101803450,101803450,Municipal Authority of Botucatu,,,"['Municipal Authority Of Botucatu', 'Prefeitura Municipal De Santos', 'Prefeitura Municipal De Limeira', 'Prefeitura Municipal De Botucatu']",0
10-s2.0-113486705,113486705,Associação Caruaruense de Ensino Superior,,,"['Associação Caruaruense De Ensino Superior', 'Associação Caruaruense De Ensino Superior E Técnico (asces)', 'Associação Caruaruense De Ensino Superior E Técnico']",0
10-s2.0-106226962,106226962,Faculdade Evangélica do Paraná (Fepar) - Curitiba,,,"['Faculdade Evangélica Do Paraná (fepar)', 'Faculdade Evangélica Do Paraná - Fepar', 'Faculdade Evangélica Do Paraná (fepar). Curitiba']",0
10-s2.0-117333645,117333645,Falcudade de Medicina da UFMG,,,['Falcudade de Medicina da UFMG'],0
10-s2.0-117333874,117333874,Faculdade Multivix,,,[],0
10-s2.0-117218707,117218707,Clinica de Pesquisa e Centro São Paulo,,,"['Patologia Clínica São Paulo', 'For Trials Pesquisa Clínica São Paulo', 'Clinica Pesquisas E Centro São Paulo', 'Clinica De Pesquisa E Centro São Paulo', 'Clinica De Epilepsia De Sao Paulo', 'Clin. Pesq. E Centro São Paulo']",0
10-s2.0-112560846,112560846,Faculdade Guilherme Guimbala,,,"['Faculdade Guilherme Guimbala', 'Faculdade Guilherme Guimbala - Fgg', 'Guilherme Guimbala College', 'Faculdade Guilherme Guimbala (fgg/ace)']",1
10-s2.0-117951133,117951133,Federal de Minas Gerais University,,,"['Federal de Minas Gerais University', 'University Federal de Minas Gerais']",0
10-s2.0-114227920,114227920,Hospital São Vicente de Paulo de Passo Fundo,,,"['Hospital São Vicente de Paulo de Passo Fundo', 'Hospital São Vicente de Paulo de Passo Fundo (HSVP)']",0
10-s2.0-116887411,116887411,FAIMI,,,['FAIMI'],0
10-s2.0-100479376,100479376,Medical Science College of Santa Casa of São Paulo,,,[],0
10-s2.0-112904568,112904568,University of Maranhao Center,,,"['University Of Maranhão', 'University Of Maranhao Center', 'University Center Of Maranhão-ceuma', 'University Center Of Maranhão']",0
10-s2.0-113059329,113059329,Instituto Wilson Mello,,,"['Instituto Wilson Mello', 'Wilson Mello Institute', 'Núcleo De Estudos Instituto Wilson Mello', 'Instituto Wilson Mello (iwm)']",0
10-s2.0-117031123,117031123,Associação Bauruense de Desportes Aquático (ABDA),,,['Associação Bauruense de Desportes Aquático (ABDA)'],0
10-s2.0-117031401,117031401,Faculdade do Acre (FAC),,,['Faculdade do Acre (FAC)'],1
10-s2.0-117030936,117030936,Departamento de Academia,,,['Departamento de Academia'],0
10-s2.0-117030468,117030468,Red Bull Brazil,,,"['Red Bull Brazil', 'Red Bull Brasil']",0
10-s2.0-116798820,116798820,Brazilian Handball Confederation,,,['Brazilian Handball Confederation'],0
10-s2.0-116738889,116738889,Faculty of Biological Sciences and Health,,,"['Faculty Of Biological Sciences And Health', 'Faculty Of Health And Science']",0
10-s2.0-116739227,116739227,Hospital Casa da Caridade Alfenas Nossa Senhora do Perpétuo Socorro,,,['Hospital Casa da Caridade Alfenas Nossa Senhora do Perpétuo Socorro'],0
10-s2.0-116541340,116541340,America's Diagnostics S/A,,,[],0
10-s2.0-114200704,114200704,Armed Forces Hospital,,,"['Armed Forces Hospital', 'Armed Forces Hospital In Brasília', 'Internal Medicine Department Of Armed Force Hospital', 'Armed Force Hospital']",0
10-s2.0-114479354,114479354,Histogene Laboratory of Histocompatibility and Genetics,,,['Histogene Laboratory of Histocompatibility and Genetics'],0
10-s2.0-119867335,119867335,School of Veterinary Medicine and Animal Sciences,,,"['School Of Veterinary Medicine And Animal Sciences', 'School Of Veterinary Medicine And Animal Science', 'Faculty Of Veterinary Medicine And Animal Science']",0
10-s2.0-116723777,116723777,Estadual University of Minas Gerais,,,['Estadual University of Minas Gerais'],0
10-s2.0-116723625,116723625,Audax São Paulo Esporte Clube,,,['Audax São Paulo Esporte Clube'],0
10-s2.0-116677203,116677203,Centro Especializado em Coluna e Dor,,,[],0
10-s2.0-116604838,116604838,GPMCE - Grupo de Pesquisa Multicêntrico em Ciências do Esporte,,,['Gpmce - Grupo De Pesquisa Multicêntrico Em Ciências Do Esporte'],0
10-s2.0-127595014,127595014,NAR-Nucleus of High Performance in Sport,,,[],0
10-s2.0-112599708,112599708,Faculdade Estácio de Sá de Santa Catarina,,,"['Faculdade Estácio De Sá De Santa Catarina', 'Faculdade De Santa Catarina', 'Estácio University Center Of Santa Catarina', 'Centro Universitário Estácio De Sá Santa Catarina', 'Centro Universitario Estacio De Sa De Santa Catarina']",1
10-s2.0-106327975,106327975,Faculdade Integrado,,,"['Faculdade Integrado', 'Integrado', 'Faculdades Integrado', 'Faculdade Integrado De Campo Mourão']",0
10-s2.0-115178614,115178614,Hospital do Coração and Teleimagem,,,['Hospital do Coração and Teleimagem'],0
10-s2.0-116405581,116405581,Clinica Schaefer,,,"['Clínica Schaefer Research Center', 'Clinica Schaefer', 'Clínica Schaefer']",0
10-s2.0-129903086,129903086,DMC Equipment Import and Export- Co. Ltda,,,['Dmc Equipment Import And Export- Co. Ltda'],0
10-s2.0-106416902,106416902,Renato Ambrósio Eye Institute,,,"['Renato Ambrósio Eye Institute', 'Renato Ambrosio Eye Institute', 'Renato Ambrosia Eye Institute', 'Ambrósio Eye Institute']",0
10-s2.0-116159522,116159522,Rede Municipal de Ensino,,,['Rede Municipal de Ensino'],0
10-s2.0-116122669,116122669,Ophthalmology,,,[],0
10-s2.0-114729587,114729587,Research Consultant,,,['Research Consultant'],0
10-s2.0-112567256,112567256,Cariri Regional University,,,"['Cariri Regional University', 'University Regional Of Cariri', 'Regional University Cariri']",0
10-s2.0-117573965,117573965,Group of Research in Health and Sport,,,['Group of Research in Health and Sport'],0
10-s2.0-102058951,102058951,ASCES,,,"['Asces', 'Asces College', ""Asces's College""]",0
10-s2.0-117574131,117574131,Laboratry of Research in Health and Functional Performance - UPE,,,['Laboratry of Research in Health and Functional Performance - UPE'],0
10-s2.0-117573812,117573812,Group of Research in Public Health - Asces,,,['Group of Research in Public Health - Asces'],0
10-s2.0-116990297,116990297,Instruction Center Almirante Sylvio de Camargo,,,['Instruction Center Almirante Sylvio De Camargo'],0
10-s2.0-126510282,126510282,Granbery Methodist College,,,"['Granbery Methodist College', 'Methodist College Granbery And Universo University Center']",0
10-s2.0-116990866,116990866,Navy Sports Commission,,,['Navy Sports Commission'],0
10-s2.0-116878827,116878827,Universidade Estadual de Ponto Grossa,,,['Universidade Estadual de Ponto Grossa'],0
10-s2.0-116878689,116878689,Universidad Estadual de Ponto Grossa,,,['Universidad Estadual de Ponto Grossa'],0
10-s2.0-116724132,116724132,Laboratório de Anatomia Patológica e Citopatologia,,,"['Laboratório De Anatomia Patológica E Citopatologia', 'Diagnose Anatomia Patológica E Citopatologia']",0
10-s2.0-116662180,116662180,Cardio Vita-Cardiologia e Medicina do Esporte,,,['Cardio Vita-Cardiologia e Medicina do Esporte'],0
10-s2.0-116661558,116661558,Clínica de Radiologia Uniangio,,,['Clínica de Radiologia Uniangio'],0
10-s2.0-112960146,112960146,Faculdade Adventista de Hortolândia,,,"['Faculdade Adventista De Hortolândia', 'Adventista De Hortolândia']",0
10-s2.0-116586373,116586373,Brazilian Center for Validation of Alternative Methods (BraCVAM),,,"['Brazilian Center For Validation Of Alternative Methods (bracvam)', 'Bracvam - Brazilian Center For Validation Of Alternative Methods', 'Bracvam (brazilian Center For Validation Of Alternative Methods)']",0
10-s2.0-116474322,116474322,Serviço de Medicina Nuclear e Imagem Molecular do Instituto de Radiologia,,,"['Serviço de Medicina Nuclear e Imagem Molecular do Instituto de Radiologia', 'Serviço de Medicina Nuclear E Imagem Molecular do Instituto de Radiologia']",0
10-s2.0-124097016,124097016,University of RibeirãoPreto,,,['University Of Ribeirãopreto'],0
10-s2.0-112433460,112433460,Vale do Sapucaí University,,,"['Vale Do Sapucaí University', 'University Of The Vale Do Sapucaí', 'Vale Do Sapucai University']",0
10-s2.0-116122982,116122982,Swimming Department,,,['Swimming Department'],0
10-s2.0-119570174,119570174,Private Practice,,,['Private Practice'],0
10-s2.0-116452225,116452225,Assoc. Graduated Program UPE/UFPB,,,['Assoc. Graduated Program UPE/UFPB'],0
10-s2.0-106374328,106374328,Service for Ascertaining Death in the State of Rio Grande do Norte (SVO/RN),,,"['Service For Ascertaining Death In The State Of Rio Grande Do Norte (svo/rn)', 'Death Verification Service Of The State Of Rio Grande Do Norte']",0
10-s2.0-116328145,116328145,Centro Rafael Ribeiro de Performance Humana (CRRPH),,,['Centro Rafael Ribeiro de Performance Humana (CRRPH)'],0
10-s2.0-116328521,116328521,Faculdade Inspirar,,,['Faculdade Inspirar'],1
10-s2.0-107302755,107302755,Departments of Emergency Medicine,,,['Departments Of Emergency Medicine'],0
10-s2.0-113001256,113001256,Science and Technology of the Triângulo Mineiro,,,"['Science And Technology Of The Triângulo Mineiro', 'University Of Triângulo Mineiro', 'Science And Technology Of Triângulo Mineiro']",0
10-s2.0-129902917,129902917,Mineiros School of Dentistry,,,['Mineiros School Of Dentistry'],0
10-s2.0-115430347,115430347,College of Physical Therapy,,,['College of Physical Therapy'],0
10-s2.0-116396425,116396425,Hospital Infantil Juvencio Mattos,,,"['Hospital Infantil Juvencio Mattos', 'Hospital Infantil Doutor Juvêncio Mattos']",0
10-s2.0-116188652,116188652,CLN 310 bloco D ap 101,,,['CLN 310 bloco D ap 101'],0
10-s2.0-114197553,114197553,Secretaria de Estado da Saúde do Espírito Santo,,,"['Secretaria De Estado Da Saúde Do Espírito Santo', 'Secretaria De Educação Do Estado Do Espírito Santo (sedu)']",0
10-s2.0-131681430,131681430,Interdisciplinary Studies of Psychoactives (NEIP),,,['Interdisciplinary Studies Of Psychoactives (neip)'],0
10-s2.0-120802242,120802242,Associação Desportiva Classista Bradesco,,,['Associação Desportiva Classista Bradesco'],0
10-s2.0-112407154,112407154,UPE/UFPB,,,"['Upe/ufpb', 'Upe/ Ufpb', 'Upe-ufpb', 'Program Upe/ufpb']",0
10-s2.0-113780303,113780303,Siemens Healthcare Diagnósticos S.A.,,,"['Siemens Healthcare Diagnósticos S.a.', 'Siemens Healthcare Diagnósticos S.a', 'Siemens Healthcare Diagnosticos Sa', 'Siemens Healthcare']",0
10-s2.0-118617596,118617596,Grupo de Estudos e Pesquisa em Esportes,,,['Grupo de Estudos e Pesquisa em Esportes'],0
10-s2.0-118618417,118618417,Faculdade de Educação Física,,,"['Faculdade De Educação Física', 'Faculdade De Educacao Fisica']",0
10-s2.0-107897883,107897883,FUNORTE,,,[],0
10-s2.0-101301449,101301449,Hospital Universitário,,,['Hospital Universitário'],0
10-s2.0-118486201,118486201,Centro Universitário Católica de Quixadá (UniCatólica),,,"['Centro Universitário Católica De Quixadá (unicatólica)', 'Universidade Católica De Quixadá']",1
10-s2.0-118486220,118486220,Centro Universitário Católica de Quixadá,,,['Centro Universitário Católica De Quixadá'],1
10-s2.0-118486207,118486207,Centro Universitário Dr. Leão Sampaio,,,"['Centro Universitário Dr. Leão Sampaio', 'Centro Universitário Leão Sampaio (unileão)', 'Centro Universitário Dr. Leão Sampaio-unileão', 'Centro Universitário Doutor Leão Sampaio', 'Leão Sampaio University Center (unileão)', 'Centro Universitário Doutor Leão Sampaio (unileao)']",1
10-s2.0-118486922,118486922,Núcleo de Estudos em Saúde da População (NESP),,,['Núcleo de Estudos em Saúde da População (NESP)'],0
10-s2.0-115052112,115052112,Instituto Federal de Educação,,,"['Instituto Federal De Educação', 'Instituto Federal De Educacão']",0
10-s2.0-118487016,118487016,Centro Universitário Católica de Quixadá,,,[],1
10-s2.0-118486595,118486595,Curso de Educação Física,,,['Curso De Educação Física'],0
10-s2.0-118486383,118486383,Faculdade Vale do Jaguaribe (FVJ),,,['Faculdade Vale do Jaguaribe (FVJ)'],0
10-s2.0-118487060,118487060,Centro Universitário Católica de Quixadá (UniCatólica),,,['Centro Universitário Católica de Quixadá (UniCatólica)'],1
10-s2.0-113063763,113063763,Instituto Federal de Educação,,,['Instituto Federal De Educação'],0
10-s2.0-118432168,118432168,Centro de Reabilitação Fisioterápico de Tucuruí,,,['Centro de Reabilitação Fisioterápico de Tucuruí'],0
10-s2.0-118431166,118431166,Laboratório de Cineantropometria e Desempenho Humano-LABOCINE-UFPB,,,['Laboratório de Cineantropometria e Desempenho Humano-LABOCINE-UFPB'],0
10-s2.0-108808916,108808916,Universidade do Norte do Paraná (UNOPAR),,,"['Universidade Do Norte Do Paraná (unopar)', 'Universidade Do Norte Do Paraná - Unopar', 'Universidade Do Norte Do Parana (unopar)']",0
10-s2.0-113221143,113221143,Faculdade de Ciências Médicas e da Saúde de Juiz de Fora (SUPREMA),,,"['Faculdade De Ciências Médicas E Da Saúde De Juiz De Fora (suprema)', 'Faculdade De Ciências Médicas E Da Saúde De Juiz De Fora –', 'Faculdade De Ciências Médicas E Da Saúde De Juiz De Fora (suprema', 'Faculdade De Ciências Médicas E Da Saúde']",1
10-s2.0-118272759,118272759,University of Paranï¿½ Tuiuti,,,"['University Of Paranï¿½ Tuiuti', 'Federal University Of Paranï¿½', 'University Of Tuiuti']",0
10-s2.0-117922160,117922160,Medical Director of Gastrosaude Clinic-Marilia,,,['Medical Director of Gastrosaude Clinic-Marilia'],0
10-s2.0-117999773,117999773,Hospital e Maternidade Terezinha de Jesus,,,['Hospital e Maternidade Terezinha de Jesus'],0
10-s2.0-113200971,113200971,Edumed Health and Educational Research,,,"['Edumed-health Research And Education', 'Edumed-health Research And Biotech', 'Edumed Health And Educational Research']",0
10-s2.0-101528361,101528361,Hospital Estadual de Ribeirão Preto,,,[],0
10-s2.0-117878942,117878942,Centro de Audiologia e Pesquisa em Equilíbrio - CAPE - Rio de Janeiro (RJ),,,"['Centro De Estudo Diagnóstico E Pesquisa Em Audiologia', 'Centro De Audiologia E Pesquisa Em Equilíbrio - Cape - Rio De Janeiro (rj)']",0
10-s2.0-122782052,122782052,ACT Comunicação,,,['Act Comunicação'],0
10-s2.0-126806833,126806833,Membro do Núcleo de Estudos para Valorização do Envelhecimento,,,['Membro Do Núcleo De Estudos Para Valorização Do Envelhecimento'],0
10-s2.0-121418903,121418903,School of Food and Technology of Marília (FATEC),,,[],0
10-s2.0-127013130,127013130,Empresa Brasileira de Serviços Hospitalares,,,['Empresa Brasileira De Serviços Hospitalares'],0
10-s2.0-127771854,127771854,Santa Casa de Misericódia,,,['Santa Casa De Misericódia'],0
10-s2.0-128549345,128549345,Hospital Santa Cruz,,,[],0
