eid,title,published date,cited by count
2-s2.0-85016070957,Metabolic syndrome and quality of life: A systematic review Síndrome metabólica e qualidade de vida: Uma revisão sistemática Síndrome metabólico y calidad de vida: Una revisión sistemática,2016-01-01,75
2-s2.0-85016065129,Repercussions of imprisonment for conjugal violence: discourses of men Repercussões da prisão por violência conjugal: O discurso de homens Repercusiones de prisión por violencia conyugal: El discurso de los hombres,2016-01-01,10
2-s2.0-85016060615,Zarit burden interview psychometric indicators applied in older people caregivers of other elderly Indicadores psicométricos da Zarit Burden Interview aplicada a idosos cuidadores de outros idosos Indicadores psicométricos de la Zarit Burden Interview aplican en ancianos cuidadores de otros ancianos,2016-01-01,41
2-s2.0-85016060412,Risk factors for complications in peripheral intravenous catheters in adults: Secondary analysis of a randomized controlled trial Fatores de risco para complicações no cateter venoso periférico em adultos: Análise secundária de ensaio clínico randomizado Factores de riesgo para complicaciones en el catéter venoso periférico en adultos: Análisis secundario de ensayo clínico aleatorizado,2016-01-01,29
2-s2.0-85016056089,Correlation between classification in risk categories and clinical aspects and outcomes Correlação das categorias de classificação de risco com aspectos clínicos e desfechos Correlación de las categorías de clasificación de riesgo con aspectos clínicos y resultados,2016-01-01,7
2-s2.0-85016055147,"Anxiety, depression, resilience and self-esteem in individuals with cardiovascular diseases Ansiedade, depressão, resiliência e autoestima em indivíduos com doenças cardiovasculares Ansiedad, depresión, resiliencia y autoestima en individuos con enfermedades cardiovasculares",2016-01-01,48
2-s2.0-85016052925,Workload and associated factors: A study in maritime port in Brazil Carga de trabalho e fatores associados: Estudo em porto marítimo do Brasil Carga de trabajo y factores asociados: Estudio en un puerto marítimo de Brasil,2016-01-01,22
2-s2.0-85016048409,Factors associated with the healing of complex surgical wounds in the breast and abdomen: Retrospective cohort study,2016-01-01,8
2-s2.0-85016038041,The impact of the use of different types of gloves and bare hands for preparation of clean surgical instruments O impacto do uso de diferentes tipos de luvas e das mãos nuas no preparo do instrumental cirúrgico limpo El impacto del uso de diferentes tipos de guantes y de las manos desnudas en la preparación del instrumental quirúrgico limpio,2016-01-01,2
2-s2.0-85016016098,Integrative review of factors related to the nursing diagnosis nausea during antineoplastic chemotherapy Revisão integrativa dos fatores relacionados do diagnóstico de enfermagem náusea na quimioterapia antineoplásica Revisión integradora de los factores relacionados al diagnóstico de enfermería náusea en la quimioterapia antineoplásica,2016-01-01,5
2-s2.0-85014940867,Construct validity of the Brazilian version of the self-efficacy for appropriate medication adherence scale,2016-01-01,12
2-s2.0-85014128483,Predictors of hope among women with breast cancer during chemotherapy,2016-01-01,16
2-s2.0-85014124672,Factors associated with glycemic control in people with diabetes at the Family Health Strategy in Pernambuco,2016-01-01,17
2-s2.0-85014121911,Development of a virtual learning environment for cardiorespiratory arrest training,2016-01-01,11
2-s2.0-85014119016,Computerized nursing process in the Intensive Care Unit: Ergonomics and usability,2016-01-01,6
2-s2.0-85014117204,Evaluating pharmaceutical waste disposal in pediatric units,2016-01-01,5
2-s2.0-85014105854,Nursing Diagnoses of hospitalized patients with heart failure: A longitudinal study,2016-01-01,12
2-s2.0-85014102875,Effects of dignity therapy on terminally ill patients: A systematic review,2016-01-01,28
2-s2.0-85014101652,Intimate partner violence among Portuguese speaking immigrant adult women in Canada,2016-01-01,4
2-s2.0-85014095361,Fall and its association with the frailty syndrome in the elderly: Systematic review with meta-analysis,2016-01-01,81
2-s2.0-85014095173,(Un)receptiveness in interactions with professionals: Experiences of parents of children with retinopathy of prematurity,2016-01-01,2
2-s2.0-85014075313,Intraoperative body temperature control: Esophageal thermometer versus infrared tympanic thermometer,2016-01-01,11
2-s2.0-85014073131,There is much to learn from this turbulent year that now comes to an end!,2016-01-01,0
2-s2.0-85014069124,Myocardial revascularization: Factors intervening in the reference and counter-reference in Primary Health Care,2016-01-01,6
2-s2.0-85014065815,Quality of life of patients with graft-versus-host disease (GvHD) post-hematopoietic stem cell transplantation,2016-01-01,6
2-s2.0-85014065354,Validation of the Comply with Post-Exposure Management Among Health Care Workers instrument for Brazil,2016-01-01,2
2-s2.0-85012862346,Portuguese nursing: History of the life and activism of Maria Augusta Sousa,2016-01-01,4
2-s2.0-85012856244,Partner notification for sexually transmitted infections and perception of notified partners,2016-01-01,13
2-s2.0-85012855999,Clinical signs and symptoms of sexually transmitted infections communicated in Libras,2016-01-01,1
2-s2.0-85012852558,Indicators of health and safety among institutionalized older adults,2016-01-01,10
2-s2.0-85012845419,Family caregivers: What do they need? An integrative review,2016-01-01,41
2-s2.0-85012841680,Low-level laser therapy and Calendula officinalis in repairing diabetic foot ulcers,2016-01-01,42
2-s2.0-85012840018,Hyaluronic acid covers in burn treatment: A systematic review,2016-01-01,13
2-s2.0-85012826129,Nursing workload and occurrence of adverse events in intensive care: A systematic review,2016-01-01,68
2-s2.0-85012825454,Patient safety in organizational culture as perceived by leaderships of hospital institutions with different types of administration,2016-01-01,10
2-s2.0-85012821107,Policies for control and prevention of infections related to healthcare assistance in Brazil: A conceptual analysis,2016-01-01,13
2-s2.0-85012816604,Teamwork in nursing: Restricted to nursing professionals or an interprofessional collaboration?,2016-01-01,28
2-s2.0-85012815366,Staphylococcus aureus and the oxacillin sensitivity profile in hospitalized people with HIV/AIDS,2016-01-01,1
2-s2.0-85011620716,Contribution of historical studies about nursing schools to memory and identity of the profession: An integrative review Contribución de estudios históricos de las escuelas de enfermería a la memoria y la identidad profesional: Una revisión integradora,2016-01-01,2
2-s2.0-85011617532,Neoplasms reproductive system: Analysis of understanding and coping in men and women Neoplasias del sistema reproductor: Análisis del entendimiento y enfrentamiento en hombres y mujeres,2016-01-01,0
2-s2.0-85011590441,Living with a wet colostomy: A study on quality of life Conviviendo con una estoma húmedo: Un estudio acerca de la calidad de vida,2016-01-01,0
2-s2.0-85011585974,The propositions for nursing in assistance to alienated during the IV Latin American Medical Congress (1909) and symbolic effects Proposiciones para enfermería en la asistencia a enajenados durante el IV Congreso medico Latino-Americano (1909) y sus efectos simbólicos,2016-01-01,0
2-s2.0-85011575223,"School of Nursing, University of São Paulo: Traces the history of the professionalization of nursing in Brazil Escola de Enfermagem da Universidade de São Paulo: Vestígios da história da profissionalização da Enfermagem no Brasil",2016-01-01,2
2-s2.0-85011556807,Inclusive education in health: The nurse as reader of educational technology for visually impaired Educação em saúde inclusiva: O enfermeiro como ledor de tecnologia educacional para um deficiente visual,2016-01-01,0
2-s2.0-85011556651,User care management with venous ulcer: An integrative review Gestión de cuidado de las personas con úlcera venosa: Una revisión integrativa,2016-01-01,1
2-s2.0-85011117070,Nurses’ perceptions of their educational role in the family health strategy Percepção do enfermeiro quanto à sua atuação educativa na estratégia saúde da família Percepción del enfermero sobre su función educadora en la estrategia de salud de la familia,2016-01-01,11
2-s2.0-85011115102,Analysis of cardiovascular risk factors among men practicing unsupervised physical activity Análise dos fatores de risco cardiovascular entre homens praticantes de atividade física não supervisionada Análisis de los factores de riesgo cardiovascular entre los hombres que practican actividad física sin supervisión,2016-01-01,0
2-s2.0-85011106062,Body and care in advertising in the Jornal do Brazil newspaper (1891) Corpo e cuidado nas peças publicitárias do Jornal do Brazil (1891) Cuerpo y cuidado en los anuncios publicitarios de Jornal do Brazil (1891),2016-01-01,1
2-s2.0-85011101330,Obstetric nurses’ skills as mediators of the educational process: Sociopoetic study Habilidades das enfermeiras obstétricas como mediadoras do processo educativo: Estudo sociopoético Habilidades de enfermeras obstetras como mediadoras del proceso educativo: Estudio sociopoético,2016-01-01,5
2-s2.0-85011095633,Analysis of the dissertations of master’s degree in nursing of State University of Rio de Janeiro Análise das dissertações de mestrado em enfermagem da Universidade do Estado do Rio de Janeiro Análisis de las disertaciones de maestría del postgrado en enfermería de la Universidad del Estado del Rio de Janeiro,2016-01-01,3
2-s2.0-85011088251,The refusal of care by patients in emergency situations: Nursing professionals’ experiences A recusa do cuidado por paciente em situação de emergência: Vivências de profissionais de enfermagem El rechazo a la asistencia por parte de pacientes en situaciones de urgencia: Experiencias de profesionales de enfermería,2016-01-01,1
