Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
417,SOCIEDADE PORVIR CIENTIFICO,92.741.990/0001-37,Privada sem fins lucrativos,641,UNIVERSIDADE LA SALLE (UNILASALLE),UNILASALLE,51 34768416,www.unilasalle.edu.br,regulacaoinstitucional@unilasalle.edu.br;cledes.casagrande@unilasalle.edu.br;,Av. Victor Barreto - 2288 - CEP: 92010-000 - Centro,Canoas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1975-08-15,4,2016.0,5,2017.0,4,2023.0,,,,Ativa,,10-s2.0-60281053,60281053,Universidade La Salle,unilasalle.edu.br,https://www.unilasalle.edu.br/canoas,[],1,0,1,0
417,SOCIEDADE PORVIR CIENTIFICO,92.741.990/0001-37,Privada sem fins lucrativos,641,UNIVERSIDADE LA SALLE (UNILASALLE),UNILASALLE,51 34768416,www.unilasalle.edu.br,regulacaoinstitucional@unilasalle.edu.br;cledes.casagrande@unilasalle.edu.br;,Av. Victor Barreto - 2288 - CEP: 92010-000 - Centro,Canoas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1975-08-15,4,2016.0,5,2017.0,4,2023.0,,,,Ativa,,10-s2.0-127653480,127653480,Universidade La Salle,,,[],1,0,0,0
314,AELBRA EDUCACAO SUPERIOR - GRADUACAO E POS-GRADUACAO S.A. EM RECUPERACAO JUDICIAL,88.332.580/0001-65,Privada com fins lucrativos,449,UNIVERSIDADE LUTERANA DO BRASIL (ULBRA),ULBRA,(51) 3477 4000,www.ulbra.br,procinstitucional@ulbra.br;reitor@ulbra.br,Avenida Farroupilha - 8001 - CEP: 92425-900 - São José,Canoas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1988-01-13,5,2023.0,3,2015.0,4,2023.0,,,,Ativa,,10-s2.0-60005554,60005554,Universidade Luterana do Brasil,ulbra.br,http://www.ulbra.br,"['Lutheran University of Brazil', 'Universidade Luterana do Brasil']",1,1,1,1
314,AELBRA EDUCACAO SUPERIOR - GRADUACAO E POS-GRADUACAO S.A. EM RECUPERACAO JUDICIAL,88.332.580/0001-65,Privada com fins lucrativos,449,UNIVERSIDADE LUTERANA DO BRASIL (ULBRA),ULBRA,(51) 3477 4000,www.ulbra.br,procinstitucional@ulbra.br;reitor@ulbra.br,Avenida Farroupilha - 8001 - CEP: 92425-900 - São José,Canoas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1988-01-13,5,2023.0,3,2015.0,4,2023.0,,,,Ativa,,10-s2.0-127241222,127241222,Universidade Luterana do Brasil,,,['Universidade Luterana Do Brasil'],1,0,0,1
370,"FUNDACAO DE INTEGRACAO, DESENVOLVIMENTO E EDUCACAO DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL - FIDENE",90.738.014/0001-08,Privada sem fins lucrativos,532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL (UNIJUI),UNIJUI,(55) 3332 0200 R:321,www.unijui.edu.br,reitoria@unijui.edu.br,Rua do Comércio - 3000 - CEP: 98700-000 - Universitário,Ijuí,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1985-07-01,5,2023.0,4,2013.0,4,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-60011742,60011742,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,unijui.tche.br,https://www.unijui.edu.br/,"['Regional University of Northwest Rio Grande do Sul State', 'Universidade Regional do Noroeste do Estado do Rio Grande do Sul', 'Regional University of Northwestern Rio Grande do Sul']",1,1,0,1
295,FUNDACAO REGIONAL INTEGRADA,96.216.841/0001-00,Privada sem fins lucrativos,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES (URI),URI,(54) 2107 1255,www.reitoria.uri.br,gabinete@reitoria.uri.br,"Avenida Avenida Sete Setembro, 1621(URI Campos Erechim) - 1621 - CEP: 99709-910 - Fátima",Erechim,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1992-05-21,4,2017.0,5,2022.0,3,2023.0,,,,Ativa,,10-s2.0-60002129,60002129,Universidade Regional Integrada do Alto Uruguai e das Missões,uri.br,http://www.uri.br,"['Regional Integrated University of Upper Uruguai and Missions', 'Universidade Regional Integrada do Alto Uruguai e das Missões', 'URI Câmpus de Erechim', 'Erechim Campus URI']",1,0,0,1
1303,SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.,04.204.407/0001-91,Privada com fins lucrativos,1988,CENTRO UNIVERSITARIO AVANTIS (UNIAVAN),UNIAVAN,(47) 3363-0631,www.uniavan.edu.br,reitoria@uniavan.edu.br; normas@uniavan.edu.br,Avenida Marginal Leste - 3600 - CEP: 88339-125 - Estados,Balneário Camboriú,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2002-12-31,5,2024.0,5,2013.0,3,2023.0,,,,Ativa,,10-s2.0-119086708,119086708,Centro Universitário Avantis (UNIAVAN),,,[],1,0,0,0
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,"sandra@unibave.net, valente@unibave.net",Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1998-05-05,5,2024.0,5,2018.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-60300717,60300717,Centro Universitário Barriga Verde - Unibave,unibave.net,https://unibave.net/,"['Centro Universitário Barriga Verde - Unibave', 'Centro Universitário Barriga Verde', 'Barriga Verde University Center']",0,1,1,1
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,"sandra@unibave.net, valente@unibave.net",Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1998-05-05,5,2024.0,5,2018.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-115508157,115508157,Centro Universitário Barriga Verde (UNIBAVE),,,['Centro Universitário Barriga Verde (UNIBAVE)'],1,0,0,1
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,"sandra@unibave.net, valente@unibave.net",Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1998-05-05,5,2024.0,5,2018.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-110915549,110915549,Centro Universitário Barriga Verde (Unibave),,,"['Centro Universitário Barriga Verde (unibave)', 'Unibave Centro Universitário Barriga Verde', 'Centro Universitário Barriga Verde - Unibave', 'Universitário Barriga Verde (unibave)', 'Unibave (centro Universitário Barriga Verde)', 'Centro Universitario Barriga Verde (unibave)']",1,0,0,2
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,"sandra@unibave.net, valente@unibave.net",Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1998-05-05,5,2024.0,5,2018.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-112723163,112723163,Barriga Verde University Center,,,"['Barriga Verde University Center', 'Centro Universitário Barriga Verde (unibave)', 'Centro Universitário Barriga Verde']",0,0,0,2
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,"sandra@unibave.net, valente@unibave.net",Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1998-05-05,5,2024.0,5,2018.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-101536395,101536395,Centro Universitário Barriga Verde,,,[],1,0,0,0
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,645,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul (Católica em Jaraguá ),Católica em Jaraguá,47 32758237,www.catolicasc.org.br,reitoria@catolicasc.org.br,Rua dos Imigrantes - 500 - CEP: 89254-430 - Vila Rau,Jaraguá do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1985-09-24,5,2023.0,5,2023.0,3,2023.0,,,,Ativa,,10-s2.0-60300716,60300716,Centro Universitário – Católica de Santa Catarina,catolicasc.org.br,https://www.catolicasc.org.br/,['Centro Universitário – Católica de Santa Catarina'],0,1,1,0
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,17138,Centro Universitário - Católica de Santa Catarina em Joinville (Católica em Joinvile),Católica em Joinvile,47 31459719,www.catolicasc.org.br,reitoria@catolicasc.org.br,Rua Senador Felipe Schmidt - S/N - CEP: 89201-440 - Centro,Joinville,SC,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2010-12-22,5,2019.0,-,,4,2023.0,,,,Ativa,,10-s2.0-60300716,60300716,Centro Universitário – Católica de Santa Catarina,catolicasc.org.br,https://www.catolicasc.org.br/,['Centro Universitário – Católica de Santa Catarina'],0,1,1,0
70,FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE,83.128.769/0001-17,Fundação Pública de Direito Privado Municipal,87,CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE),UNIFEBE,32117000,www.unifebe.edu.br,reitoria@unifebe.edu.br,Rua Vendelino Mafezzolli - 333 - CEP: 88352-360 - Santa Terezinha,Brusque,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2003-08-29,5,2023.0,4,2016.0,4,2023.0,,,,Ativa,,10-s2.0-60293720,60293720,Centro Universitário de Brusque - Unifebe,unifebe.edu.br,https://www.unifebe.edu.br/site/,"['Centro Universitário de Brusque - Unifebe', 'Colégio UNIFEBE']",0,0,1,0
70,FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE,83.128.769/0001-17,Fundação Pública de Direito Privado Municipal,87,CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE),UNIFEBE,32117000,www.unifebe.edu.br,reitoria@unifebe.edu.br,Rua Vendelino Mafezzolli - 333 - CEP: 88352-360 - Santa Terezinha,Brusque,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2003-08-29,5,2023.0,4,2016.0,4,2023.0,,,,Ativa,,10-s2.0-127059029,127059029,Centro Universitário de Brusque,,,"['Centro Universitário De Brusque', 'Centro Universitário De Brusque – Unifebe', 'Centro Universitário De Brusque (unifebe)', 'Centro Universitario De Brusque']",1,0,0,3
70,FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE,83.128.769/0001-17,Fundação Pública de Direito Privado Municipal,87,CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE),UNIFEBE,32117000,www.unifebe.edu.br,reitoria@unifebe.edu.br,Rua Vendelino Mafezzolli - 333 - CEP: 88352-360 - Santa Terezinha,Brusque,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2003-08-29,5,2023.0,4,2016.0,4,2023.0,,,,Ativa,,10-s2.0-110545773,110545773,Centro Universitário de Brusque,,,"['Centro Universitário De Brusque', 'Centro Universitário De Brusque-unifebe', 'Centro Universitário De Brusque - Unifebe', 'Centro Universitário De Brusque (unifebe)', 'Centro Universitario De Brusque']",1,0,0,3
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,-,,www.estacio.br,cgfessc@gmail.com;regulatorio.nacional@estacio.br,Avenida Leoberto Leal - 431 - CEP: 88117-001 - Barreiros,São José,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2000-05-30,5,2023.0,5,2022.0,3,2023.0,,,,Ativa,,10-s2.0-60022378,60022378,Universidade Estacio de Sa,estacio.br,http://www.estacio.br,"['Estacio de Sa University', 'Universidade Estacio de Sa']",0,1,1,0
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,-,,www.estacio.br,cgfessc@gmail.com;regulatorio.nacional@estacio.br,Avenida Leoberto Leal - 431 - CEP: 88117-001 - Barreiros,São José,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2000-05-30,5,2023.0,5,2022.0,3,2023.0,,,,Ativa,,10-s2.0-60003597,60003597,Universidade Estacio de Sa Faculdade de Medicina,estacio.br,http://www.estacio.br,"['Estacio de Sa University Faculty of Medicine', 'Universidade Estacio de Sa Faculdade de Medicina']",0,1,1,0
2417,SOCIEDADE DE EDUCACAO N.S. AUXILIADORA LTDA,04.608.241/0001-79,Privada com fins lucrativos,3840,CENTRO UNIVERSITÁRIO FACVEST (UNIFACVEST),UNIFACVEST,(49)32254114,www.unifacvest.edu.br,proreitoracademico@unifacvest.edu.br,Avenida Marechal Floriano - 947 - CEP: 88501-103 - Centro,Lages,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2002-03-27,5,2023.0,5,2023.0,4,2023.0,,,,Ativa,,10-s2.0-113264122,113264122,Docente do Centro Universitário Facvest,,,"['Docente Do Centro Universitário Facvest', 'Centro Universitário Facvest']",0,0,0,1
2417,SOCIEDADE DE EDUCACAO N.S. AUXILIADORA LTDA,04.608.241/0001-79,Privada com fins lucrativos,3840,CENTRO UNIVERSITÁRIO FACVEST (UNIFACVEST),UNIFACVEST,(49)32254114,www.unifacvest.edu.br,proreitoracademico@unifacvest.edu.br,Avenida Marechal Floriano - 947 - CEP: 88501-103 - Centro,Lages,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2002-03-27,5,2023.0,5,2023.0,4,2023.0,,,,Ativa,,10-s2.0-115406615,115406615,Centro Universitário Facvest,,,[],1,0,0,0
821,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI LTDA,01.894.432/0001-56,Privada com fins lucrativos,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI),UNIASSELVI,(47) 3301 9000,www.uniasselvi.com.br,ddi@uniasselvi.com.br;rosimar.muller@uniasselvi.com.br,R Rua Doutor Pedrinho - 79 - CEP: 89082-262 - Rio Morto,Indaial,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1998-11-16,5,2019.0,5,2019.0,3,2023.0,,,,Ativa,,10-s2.0-115132367,115132367,Centro Universitário Leonardo da Vinci,,,[],1,0,0,0
821,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI LTDA,01.894.432/0001-56,Privada com fins lucrativos,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI),UNIASSELVI,(47) 3301 9000,www.uniasselvi.com.br,ddi@uniasselvi.com.br;rosimar.muller@uniasselvi.com.br,R Rua Doutor Pedrinho - 79 - CEP: 89082-262 - Rio Morto,Indaial,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1998-11-16,5,2019.0,5,2019.0,3,2023.0,,,,Ativa,,10-s2.0-111165645,111165645,Centro Universitário Leonardo da Vinci,,,[],1,0,0,0
64,FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -,85.784.023/0001-97,Privada sem fins lucrativos,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ (UNIDAVI),UNIDAVI,047 3531-6000,www.unidavi.edu.br,unidavi@unidavi.edu.br,Rua Dr. Guilherme Gemballa - 13 - CEP: 89160-932 - Jardim América,Rio do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1966-07-07,4,2023.0,5,2018.0,4,2023.0,,,,Ativa,,10-s2.0-60020356,60020356,Centro Universitário para o Desenvolvimento do Alto Vale do Itajaí - Unidavi,unidavi.edu.br,https://www.unidavi.edu.br/,"['University for the Development of the High Valley of Itajai', 'Universidade para o Desenvolvimento do Alto Vale do Itajai', 'Centro Universitário para o Desenvolvimento do Alto Vale do Itajaí']",0,1,1,1
64,FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -,85.784.023/0001-97,Privada sem fins lucrativos,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ (UNIDAVI),UNIDAVI,047 3531-6000,www.unidavi.edu.br,unidavi@unidavi.edu.br,Rua Dr. Guilherme Gemballa - 13 - CEP: 89160-932 - Jardim América,Rio do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1966-07-07,4,2023.0,5,2018.0,4,2023.0,,,,Ativa,,10-s2.0-128429615,128429615,Centro Universitário para o Desenvolvimento do Alto Vale do Itajaí,,,['Centro Universitário Para O Desenvolvimento Do Alto Vale Do Itajaí'],1,0,0,1
64,FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -,85.784.023/0001-97,Privada sem fins lucrativos,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ (UNIDAVI),UNIDAVI,047 3531-6000,www.unidavi.edu.br,unidavi@unidavi.edu.br,Rua Dr. Guilherme Gemballa - 13 - CEP: 89160-932 - Jardim América,Rio do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1966-07-07,4,2023.0,5,2018.0,4,2023.0,,,,Ativa,,10-s2.0-120089271,120089271,Centro Universitário para o Desenvolvimento do Alto Vale do Itajaí,,,"['Centro Universitário Para O Desenvolvimento Do Alto Vale Do Itajaí', 'Discente Do Curso De Medicina Do Centro Universitário Para O Desenvolvimento Do Alto Vale Do Itajaí - Unidavi.']",1,0,0,1
14298,IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,08.446.503/0001-05,Privada com fins lucrativos,1351,CENTRO UNIVERSITÁRIO SOCIESC,-,(47) 3461 0275,http://www.sociesc.org.br/pt/unisociesc/,regulatorio@animaeducacao.com.br,Rua Gothard Kaesemodel - 833 - CEP: 89203-522 - Anita Garibaldi,Joinville,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1999-07-29,4,2018.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-117014077,117014077,Centro Universitário Sociesc,,,['Centro Universitário Sociesc'],1,0,0,1
14298,IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,08.446.503/0001-05,Privada com fins lucrativos,1351,CENTRO UNIVERSITÁRIO SOCIESC,-,(47) 3461 0275,http://www.sociesc.org.br/pt/unisociesc/,regulatorio@animaeducacao.com.br,Rua Gothard Kaesemodel - 833 - CEP: 89203-522 - Anita Garibaldi,Joinville,SC,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1999-07-29,4,2018.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-114934384,114934384,Centro Universitário Tupy - UniSociesc,,,"['Centro Universitário Tupy - Unisociesc', 'Centro Universitário Sociesc - Unisociesc', 'Centro Universitário Tupy', 'Centro Universitário Sociesc', 'Centro Universitério Tupy-unisociesc', 'Centro Universitário Tupy-unisociesc']",0,0,0,1
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,5668,FACULDADE ANHANGUERA DE JOINVILLE,-,(47) 3027-8888,www.anhanguera.com,ddi@kroton.com.br;katia.parreiras@kroton.com.br,Rua Presidente Campos Salles - 850 - CEP: 89217-100 - Glória,Joinville,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2001-08-06,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,2324,Faculdade Anhanguera de São José-SC (FASJ-SC),FASJ-SC,31 2126 0303,www.anhanguera.com,ddi@kroton.com.br;danielle.fnonato@kroton.com.br,Rua Luiz Fagundes - 1.680 - CEP: 88106-000 - Picadas do Sul,São José,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2004-08-12,5,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,-,(47) 21074718,http://www.anhanguera.com,ddi@kroton.com.br;katia.parreiras@kroton.com.br,Rua Major Júlio Ferreira - s/n - CEP: 89256-210 - Vila Lalau,Jaraguá do Sul,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2005-07-12,5,2018.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
847,AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA,00.118.723/0001-90,Privada com fins lucrativos,2174,FACULDADE DE SANTA CATARINA (FASC),FASC,(11)5586 4291,,pigeral@unip.br;pigeral2020@gmail.com,Rua Célio Veiga - 220 - CEP: 88111-320 - Jardim Cidade de Florianópolis,São José,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-23,3,2023.0,-,,2,2023.0,,,,Ativa,,10-s2.0-112599708,112599708,Faculdade Estácio de Sá de Santa Catarina,,,"['Faculdade Estácio De Sá De Santa Catarina', 'Faculdade De Santa Catarina', 'Estácio University Center Of Santa Catarina', 'Centro Universitário Estácio De Sá Santa Catarina', 'Centro Universitario Estacio De Sa De Santa Catarina']",0,0,0,1
847,AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA,00.118.723/0001-90,Privada com fins lucrativos,2174,FACULDADE DE SANTA CATARINA (FASC),FASC,(11)5586 4291,,pigeral@unip.br;pigeral2020@gmail.com,Rua Célio Veiga - 220 - CEP: 88111-320 - Jardim Cidade de Florianópolis,São José,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-23,3,2023.0,-,,2,2023.0,,,,Ativa,,10-s2.0-102007351,102007351,Hemocentro de Santa Catarina,,,"['Hemocentro De Santa Catarina', 'Univ. S. Catarina', 'Université De Santa Catarina', 'Universidade Federal Do Santa Catarina', 'Universidade Do Estodo De Santa Catarina', 'Universidade De Santa', 'Universidad Estadual De Santa Catarina', 'Santa Catarina', 'Hospital Universitário De Santa Catarina', 'Faculdade De Santa Catarina']",0,0,0,1
