eid,title,published date,cited by count
2-s2.0-85032645296,Ortholeg 2.0 Design of a Transparent Active Orthosis,2017-10-01,5
2-s2.0-85032643565,A new web-based method for automatic selection of articles for systematic literature reviews,2017-10-01,3
2-s2.0-85032642803,Preliminary Studies with Augmented Reality Tool to Help in Psycho-pedagogical Tasks with Children Belonging to Autism Spectrum Disorder,2017-10-01,17
2-s2.0-85032639849,Generating Optimized Code for Parallelism Exploitation to an Unconventional Architecture,2017-10-01,1
2-s2.0-85032638910,Maturity Model of Information Security for Software Developers,2017-10-01,11
2-s2.0-85032637280,Real-time Detection System of Electrical Disturbances for Remote Communication Stations and Smart Grid,2017-10-01,3
2-s2.0-85032637220,FPGA-Based EMD Assist Block for Motion Detection in Critical Environments,2017-10-01,4
2-s2.0-85032634991,CMOS Low Noise Amplifier Topology Using Compact Wu Folded Active Inductor,2017-10-01,6
2-s2.0-85032630823,MicroCount: Free Software for Automated Microorganism Colony Counting by Computer,2017-10-01,7
2-s2.0-85032629843,Quality of Service for Wireless Network Implementation in Advanced Metering Infrastructure,2017-10-01,3
2-s2.0-85032627305,"Latin America Transactions, IEEE Volume 15 Issue 10 October 2017",2017-10-01,0
2-s2.0-85032625589,Stochastic Model for Simulation of Transformers Supplying the Recharge of Electric Vehicles,2017-10-01,5
2-s2.0-85032616666,Intrusion Detection System Based on Flows Using Machine Learning Algorithms,2017-10-01,19
2-s2.0-85032614905,3D Virtual Simulation approach in Brazilian Vocational Education for Computers Network Adapted to Student Knowledge,2017-10-01,12
2-s2.0-85032573545,"Correction to: Identification and rejection of pile-up jets at high pseudorapidity with the ATLAS detector (Eur. Phys. J. C, (2017), 77, (580), 10.1140/epjc/s10052-017-5081-5)",2017-10-01,8
2-s2.0-85032572209,"Influence of external magnetic field, finite-size effects and chemical potential on the phase transition of a complex scalar field",2017-10-01,4
2-s2.0-85032501776,"Late-time cosmological approach in mimetic f(R, T) gravity",2017-10-01,48
2-s2.0-85032484566,Expected performances of a Laue lens made with bent crystals,2017-10-01,15
2-s2.0-85032289135,A perfectly conducting surface in electrodynamics with Lorentz symmetry breaking,2017-10-01,13
2-s2.0-85032225553,A recursive methodology to determine the mechanical response of thin laminated plates in bending,2017-10-01,6
2-s2.0-85032210209,Matrix damage detection in laminated composite structures by discrete and continuous wavelet transforms using vibration modes,2017-10-01,5
2-s2.0-85032196980,Production and characterization of activated carbon fiber from textile PAN Fiber,2017-10-01,73
2-s2.0-85032193707,Comparing an ensemble kalman filter to a 4DVAR data assimilation system in chaotic dynamics,2017-10-01,0
2-s2.0-85032175665,Operational measurements for infrared camera characterization,2017-10-01,2
2-s2.0-85032172494,The long-range memory and the fractal dimension: A case study for Alcântara,2017-10-01,8
2-s2.0-85032034574,Low radar cross-section and low cost dipole antenna reflector,2017-10-01,2
2-s2.0-85031894232,Entropy generation in thermal radiative loading of structures with distinct heaters,2017-10-01,23
2-s2.0-85031715830,New Approach to the EEG Signals Classification using the Variance of the Difference between the Classes of a Bayesian Classifier Nuevo Enfoque para la Clasificación de Señales EEG usando la Varianza de la Diferencia entre las Clases de un Clasificador Bayesiano,2017-10-01,2
2-s2.0-85031505417,Probing CP -violating Higgs and gauge-boson couplings in the Standard Model effective field theory,2017-10-01,26
2-s2.0-85031414979,Performance of the ATLAS track reconstruction algorithms in dense environments in LHC Run 2,2017-10-01,97
2-s2.0-85031312299,Evaluation of the mechanic and electrochemical properties of an epoxy coating with addition of different polyhedral oligomeric silsesquioxanes (POSS) applied on substrate of low alloy steel,2017-10-01,12
2-s2.0-85031309786,Influence of anodization parameters in the TiO2 nanotubes formation on Ti-7.5Mo alloy surface for biomedical application,2017-10-01,35
2-s2.0-85031308090,Corrosion resistance after mechanical deformation of the Ti30Ta experimental alloy for using in biomedical applications,2017-10-01,3
2-s2.0-85031304247,Development of synthetic slag with marble waste and calcium aluminate agents for cast iron desulfurization,2017-10-01,6
2-s2.0-85031295868,Thermal and mechanical properties of vinyltrimethoxysilane (VTMOS) Crosslinked high molecular weight polyethylene (HMWPE),2017-10-01,11
2-s2.0-85031292829,Cellulose associated with pet bottle waste in cement based composites,2017-10-01,14
2-s2.0-85031290358,"Mechanisms of ion detection for FET-sensors using FTO: Role of cleaning process, pH sequence and electrical resistivity",2017-10-01,9
2-s2.0-85031289302,Microstructural stability of a niobium single crystal deformed by equal channel angular pressing,2017-10-01,26
2-s2.0-85031286213,Influence of surface crystalline structures on DSC analysis of PTFE,2017-10-01,16
2-s2.0-85031285327,Wear behaviour of electroless heat treated Ni-P coatings as alternative to electroplated hard chromium deposits,2017-10-01,24
2-s2.0-85031284413,Determination of surface temperature in ICP RF plasma treatments of organic materials,2017-10-01,2
2-s2.0-85031284100,Antimicrobial performance of thermoplastic elastomers containing zinc pyrithione and silver nanoparticles,2017-10-01,33
2-s2.0-85031280314,"Effect of la doping on the crystal structure, electric, magnetic and morphologic properties of the BSCCO system",2017-10-01,15
2-s2.0-85031277425,Role of cured epoxy and block copolymer addition in mechanical and thermal properties of polyethylene,2017-10-01,5
2-s2.0-85031276854,Effect of the cooling rate on the properties of veneer porcelain for zirconia dental prosthesis,2017-10-01,3
2-s2.0-85031276669,Luminescent and magnetic properties of Fe3O4@SiO2:phen:Eu3+,2017-10-01,16
2-s2.0-85030866390,Measurement of deuteron spectra and elliptic flow in Pb–Pb collisions at √sNN = 2.76 TeV at the LHC,2017-10-01,57
2-s2.0-85030848613,Thermal spectrum of pseudo-scalar glueballs and Debye screening mass from holography,2017-10-01,6
2-s2.0-85030705830,Degradation studies and mechanical properties of treated curauá fibers and microcrystalline cellulose in composites with polyamide 6,2017-10-01,19
2-s2.0-85030680189,Masterbatches of polypropylene/clay obtained by in situ polymerization and melt-blended with commercial polypropylene,2017-10-01,9
2-s2.0-85030565102,Message passing detection for large-scale MIMO systems: Damping factor analysis,2017-10-01,4
2-s2.0-85030527497,Object classification in semi structured enviroment using forward-looking sonar,2017-10-01,29
2-s2.0-85030465220,Design and characterization of hydrogel nanoparticles with tunable network characteristics for sustained release of a VEGF-mimetic peptide,2017-10-01,18
2-s2.0-85030322831,Analysing NBTI Impact on SRAMs with Resistive Defects,2017-10-01,6
2-s2.0-85030170604,"Total fatty acid content, antioxidant composition, antioxidant activity, and content of oil from crambe seeds cultivated with phosphorus",2017-10-01,13
2-s2.0-85030162687,Industrial maintenance decision-making: A systematic literature review,2017-10-01,146
2-s2.0-85030031402,Optical beam deflection sensor: Design and experiments,2017-10-01,3
2-s2.0-85029957274,Experimental and Numerical Study of Grinding Media Flow in a Ball Mill,2017-10-01,13
2-s2.0-85029952872,A survey of the applications of Bayesian networks in agriculture,2017-10-01,94
2-s2.0-85029865248,Lean production in complex socio-technical systems: A systematic literature review,2017-10-01,62
2-s2.0-85029815567,BrNoC: A broadcast NoC for control messages in many-core systems,2017-10-01,20
2-s2.0-85029814193,Evaluation of the effect of processing conditions on the impact properties of polypropylene-nano-CaCO3 composites,2017-10-01,5
2-s2.0-85029801051,Gaussian Fitness Functions for Optimizing Analog CMOS Integrated Circuits,2017-10-01,27
2-s2.0-85029792474,"Natural Type II Collagen Hydrogel, Fibrin Sealant, and Adipose-Derived Stem Cells as a Promising Combination for Articular Cartilage Repair",2017-10-01,20
2-s2.0-85029771755,Water-alternating-macroemulsion reservoir simulation through capillary number-dependent modeling,2017-10-01,10
2-s2.0-85029759267,The surface integrity of AISI 1010 and AISI 4340 steels subjected to face milling,2017-10-01,10
2-s2.0-85029757072,On the performance of the DG method with a directional do-nothing boundary condition,2017-10-01,1
2-s2.0-85029749685,Bone density growth and the biomechanics of healthy and prosthetic femur,2017-10-01,4
2-s2.0-85029746934,Historical measurement data reuse and similarity analysis for dimensional production tolerancing of injected plastic parts,2017-10-01,4
2-s2.0-85029742619,Underwater radio frequency image sensor using progressive image compression and region of interest,2017-10-01,10
2-s2.0-85029742161,PIV measurements and numerical analysis of in-cylinder tumble flow in a motored engine,2017-10-01,27
2-s2.0-85029682934,Efficacy of biogenic silver nanoparticles against clinical isolates of fungi causing mycotic keratitis in humans,2017-10-01,12
2-s2.0-85029666369,Different post-processing conditions for 3D bioprinted α-tricalcium phosphate scaffolds,2017-10-01,18
2-s2.0-85029653394,"Vibration monitoring, fault detection, and bearings replacement of a real wind turbine",2017-10-01,14
2-s2.0-85029650968,Pulsatile blood flow in the thoracic aorta and aneurysm: a numerical simulation in CAD-built and patient-specific model,2017-10-01,8
2-s2.0-85029647097,Comparison of scratch resistance of lamellar and compacted graphite irons used in cylinder liners,2017-10-01,14
2-s2.0-85029643512,Application and possible benefits of high hydrostatic pressure or high-pressure homogenization on beer processing: A review,2017-10-01,27
2-s2.0-85029632266,Performance of three transducer mounting methods in impedance-based structural health monitoring applications,2017-10-01,26
2-s2.0-85029629963,Liquid-crystalline nanodispersions containing monoolein for photodynamic therapy of skin diseases: A mini-review,2017-10-01,10
2-s2.0-85029622855,IBHM: index-based data structures for 2D and 3D hybrid meshes,2017-10-01,6
2-s2.0-85029613552,Multivariate mean square error for the multiobjective optimization of AISI 52100 hardened steel turning with wiper ceramic inserts tool: a comparative study,2017-10-01,10
2-s2.0-85029608463,Analysis of dimple textured surfaces on cutting tools,2017-10-01,17
2-s2.0-85029600489,Alginate/hyaluronic acid hydrogel delivery system characteristics regulate the differentiation of periodontal ligament stem cells toward chondrogenic lineage,2017-10-01,57
2-s2.0-85029598221,Influence of acid treatment on surface properties and in vivo performance of Ti6Al4V alloy for biomedical applications,2017-10-01,15
2-s2.0-85029374994,Calibration of weirs using unsteady flow,2017-10-01,11
2-s2.0-85029175956,A Local Feature Descriptor Based on Log-Gabor Filters for Keypoint Matching in Multispectral Images,2017-10-01,53
2-s2.0-85029151123,On Optimal Non-Equally Spaced M-PAM in Dimmable Visible Light Communication,2017-10-01,7
2-s2.0-85029129559,Electronic nose system based on polyaniline films sensor array with different dopants for discrimination of artificial aromas,2017-10-01,52
